"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","lwr","med","upr","forecast_date","location"
2021-01-07,137,137,137,137,137,137,137,137,137,137,137,137,137,137,2021-02-09,"CH"
2021-01-08,124,124,124,124,124,124,124,124,124,124,124,124,124,124,2021-02-09,"CH"
2021-01-09,73,73,73,73,73,73,73,73,73,73,74,73,73,73,2021-02-09,"CH"
2021-01-10,66,66,66,66,66,66,66,66,66,66,67,66,66,67,2021-02-09,"CH"
2021-01-11,121,121,121,121,121,121,121,121,121,121,122,121,121,122,2021-02-09,"CH"
2021-01-12,92,92,92,92,92,92,92,92,92,93,93,92,92,93,2021-02-09,"CH"
2021-01-13,108,108,108,108,108,108,108,108,109,109,110,108,108,109,2021-02-09,"CH"
2021-01-14,92,92,92,92,92,92,92,93,93,93,94,92,92,93,2021-02-09,"CH"
2021-01-15,90,90,90,90,90,90,91,91,91,91,92,90,90,92,2021-02-09,"CH"
2021-01-16,49,49,49,49,49,49,50,50,50,51,52,49,49,51.05,2021-02-09,"CH"
2021-01-17,56,56,56,56,56,57,57,57,58,58,60,56,57,59,2021-02-09,"CH"
2021-01-18,104,104,104,104,104,105,105,106,106,107,108,104,105,107,2021-02-09,"CH"
2021-01-19,79,79,79,79,80,80,81,81,81,82,84,79,80,83,2021-02-09,"CH"
2021-01-20,76,76,76,77,77,77,78,78,79,80,81,76,77,80,2021-02-09,"CH"
2021-01-21,75,75,76,76,76,77,77,78,78,79,82,75,77,80.05,2021-02-09,"CH"
2021-01-22,77,77,78,78,78,79,80,80,81,82,83,77,79,83,2021-02-09,"CH"
2021-01-23,26,26,27,27,28,28,29,30,30,31,33,26,28,32,2021-02-09,"CH"
2021-01-24,28,28,29,29,30,31,31,32,33,34,36,28,31,35,2021-02-09,"CH"
2021-01-25,63,64,64,65,65,66,67,68,69,70,72,63,66,71,2021-02-09,"CH"
2021-01-26,72,73,74,74,75,76,77,78,78,80,83,73,76,82,2021-02-09,"CH"
2021-01-27,58,59,60,61,61,62,63,64,65,67,70,59,62,68,2021-02-09,"CH"
2021-01-28,54,55,56,56,57,58,59,60,61,63,66,54,58,64,2021-02-09,"CH"
2021-01-29,49,50,51,52,53,54,55,56,57,59,63,50,54,61,2021-02-09,"CH"
2021-01-30,34,36,37,37,38,39,41,42,43,45,49,35,39,48,2021-02-09,"CH"
2021-01-31,32,33,35,35,36,38,40,41,42,44.1,49,33,38,46,2021-02-09,"CH"
2021-02-01,56,58,59,60,61,63,65,67,68,71,74,57,63,73,2021-02-09,"CH"
2021-02-02,49,52,54,55,56,58,60,62,63,67,73.025,50.95,58,70,2021-02-09,"CH"
2021-02-03,47,49,51,52,53,55,58,60,62,66,73,48,55,70,2021-02-09,"CH"
2021-02-04,38,41,44,44,46,49,52,54,56,61,69,40,49,64.05,2021-02-09,"CH"
2021-02-05,39,42,45,46,48,51,55,58,59.2,65,75.025,41,51,70,2021-02-09,"CH"
2021-02-06,15,19,22,23,26,29,33,37,40,46.1,60,17,29,54,2021-02-09,"CH"
2021-02-07,21,25,29,30,33,37,41,45,47,54,68,23,37,59,2021-02-09,"CH"
2021-02-08,8.975,14,17,19,22,26.5,32,36,39,49,66,11,26.5,59,2021-02-09,"CH"
2021-02-09,9,15,19,20,24,29,35,40,42,51,69,12,29,60.05,2021-02-09,"CH"
2021-01-06,119,119,119,119,119,119,119,119,119,119,119,119,119,119,2021-02-10,"CH"
2021-01-07,138,138,138,138,138,138,138,138,138,138,138,138,138,138,2021-02-10,"CH"
2021-01-08,124,124,124,124,124,124,124,124,124,124,124,124,124,124,2021-02-10,"CH"
2021-01-09,73,73,73,73,73,73,73,73,73,73,74,73,73,74,2021-02-10,"CH"
2021-01-10,66,66,66,66,66,66,66,66,66,67,67,66,66,67,2021-02-10,"CH"
2021-01-11,121,121,121,121,121,121,121,121,122,122,123,121,121,122,2021-02-10,"CH"
2021-01-12,94,94,94,94,94,94,94,95,95,96,97,94,94,96,2021-02-10,"CH"
2021-01-13,109,109,109,109,109,109,110,110,110,111,113,109,109,112,2021-02-10,"CH"
2021-01-14,92,92,92,92,92,93,93,94,94,95,97,92,93,96,2021-02-10,"CH"
2021-01-15,90,90,90,90,90,91,91,92,92,94,96,90,91,95,2021-02-10,"CH"
2021-01-16,49,49,49,49,50,50,51,51,52,53,56,49,50,54,2021-02-10,"CH"
2021-01-17,56,56,56,56,57,57,58,59,59,60,63,56,57,62,2021-02-10,"CH"
2021-01-18,105,105,105,105,106,106,107,108,108,110,111,105,106,111,2021-02-10,"CH"
2021-01-19,79,79,79,80,80,81,81,82,82,84,87,79,81,85,2021-02-10,"CH"
2021-01-20,76,76,76,77,77,78,78,79,80,81,83,76,78,82,2021-02-10,"CH"
2021-01-21,75,75,75,76,76,77,77,78,78,80,82,75,77,81,2021-02-10,"CH"
2021-01-22,77,77,78,78,78,79,80,80,81,82,84,77,79,83,2021-02-10,"CH"
2021-01-23,26,26,27,27,27,28,29,29,30,31,34,26,28,33,2021-02-10,"CH"
2021-01-24,29,29,30,30,30,31,32,33,33,34,37,29,31,36,2021-02-10,"CH"
2021-01-25,65,65,66,66,66,67,68,69,69,71,73,65,67,72,2021-02-10,"CH"
2021-01-26,73,73,74,74,75,76,76.35,77,78,79,82,73,76,80,2021-02-10,"CH"
2021-01-27,59,60,60,60,61,62,63,64,64,66,69,59,62,67,2021-02-10,"CH"
2021-01-28,54,55,55,56,56,57,58,59,60,62,65,54,57,64,2021-02-10,"CH"
2021-01-29,51,52,53,53,54,55,56,57,58,60,64,51,55,62,2021-02-10,"CH"
2021-01-30,37,38,39,39,40,41,43,44,45,48,53,38,41,51,2021-02-10,"CH"
2021-01-31,30,32,33,33,34,35,37,38,39,42,47,31,35,45,2021-02-10,"CH"
2021-02-01,57,58,59,60,61,62,64,66,67,70,77.025,57,62,73,2021-02-10,"CH"
2021-02-02,52,54,55,56,57,59,62,64,65,68,77,53,59,72,2021-02-10,"CH"
2021-02-03,47.975,49,51,52,53,55,58,60.25,62,67,77.025,48,55,72,2021-02-10,"CH"
2021-02-04,41,43,45,45,47,50,53,56,58,64,76.025,42,50,70,2021-02-10,"CH"
2021-02-05,44,46,48,49,52,55,59,63,65,72,85.025,45,55,79,2021-02-10,"CH"
2021-02-06,24,27,30,31,33,37,42,46,49,58,76,25,37,66,2021-02-10,"CH"
2021-02-07,26,29,33,34,37,42,48,54,58,68.1,89,28,42,79,2021-02-10,"CH"
2021-02-08,27,32,35,37,40,47,53,60,65,80,107.025,29,47,94.05,2021-02-10,"CH"
2021-02-09,11.975,16,20,22,26,33,41,47.25,52,70,102.025,14,33,87,2021-02-10,"CH"
2021-02-10,8,13,19,21,26,34,46,55,60.2,79,126.075,10,34,105,2021-02-10,"CH"
2021-01-07,139,139,139,139,139,139,139,139,139,139,139,139,139,139,2021-02-11,"CH"
2021-01-08,125,125,125,125,125,125,125,125,125,125,125,125,125,125,2021-02-11,"CH"
2021-01-09,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2021-02-11,"CH"
2021-01-10,66,66,66,66,66,66,66,66,66,66,67,66,66,66,2021-02-11,"CH"
2021-01-11,121,121,121,121,121,121,121,121,121,121,122,121,121,122,2021-02-11,"CH"
2021-01-12,94,94,94,94,94,94,94,94,94,95,95,94,94,95,2021-02-11,"CH"
2021-01-13,111,111,111,111,111,111,111,111,112,112,113,111,111,112,2021-02-11,"CH"
2021-01-14,93,93,93,93,93,93,93,94,94,94,95,93,93,95,2021-02-11,"CH"
2021-01-15,90,90,90,90,90,90,91,91,91,92,93,90,90,92,2021-02-11,"CH"
2021-01-16,49,49,49,49,49,49,50,50,50,51,52,49,49,52,2021-02-11,"CH"
2021-01-17,56,56,56,56,56,57,57,57,57,58,59,56,57,59,2021-02-11,"CH"
2021-01-18,107,107,107,107,107,108,108,108,109,109,111,107,108,110,2021-02-11,"CH"
2021-01-19,79,79,79,79,79,80,80,81,81,82,83,79,80,82,2021-02-11,"CH"
2021-01-20,76,76,76,76,77,77,78,78,78,79,80,76,77,80,2021-02-11,"CH"
2021-01-21,75,75,75,75,76,76,77,77,77,78,80,75,76,79,2021-02-11,"CH"
2021-01-22,79,79,79,80,80,80,81,81,82,83,84,79,80,83,2021-02-11,"CH"
2021-01-23,26,26,26,27,27,28,28,29,29,30,31,26,28,31,2021-02-11,"CH"
2021-01-24,30,30,31,31,31,32,33,33,33,34,36,30,32,35,2021-02-11,"CH"
2021-01-25,66,66,67,67,67,68,69,69,70,71,73,66,68,72,2021-02-11,"CH"
2021-01-26,75,75.9,76,76,77,77,78,79,79,80,82.025,75,77,81,2021-02-11,"CH"
2021-01-27,61,62,62,63,63,64,65,66,66,67,70,61,64,68,2021-02-11,"CH"
2021-01-28,56,57,57,58,58,59,60,61,61,63,65,56,59,64,2021-02-11,"CH"
2021-01-29,52,53,54,54,55,56,57,58,58,60,62.025,53,56,61,2021-02-11,"CH"
2021-01-30,37,38,40,40,41,42,43,44,45,46,50,38,42,48,2021-02-11,"CH"
2021-01-31,33,34,35,36,36,38,39,40,41,43,46,33,38,44,2021-02-11,"CH"
2021-02-01,59,61,62,62,63,65,66,68,68,70,75,60,65,73,2021-02-11,"CH"
2021-02-02,53,54,56,56,58,59,61,63,64,67,71,53,59,69,2021-02-11,"CH"
2021-02-03,51,53,55,56,57,58,60,62,63,66,72.025,52,58,70,2021-02-11,"CH"
2021-02-04,45,47,49,50,51,53,56,58,60,64,72,46,53,67,2021-02-11,"CH"
2021-02-05,47,50,52,53,55,58,61,64,65,70,78.025,48,58,75,2021-02-11,"CH"
2021-02-06,27,30,33,34,36,40,44,48,49.2,56,69.025,28,40,64,2021-02-11,"CH"
2021-02-07,32,36,39,41,44,48,53,57,60,68,83,34,48,76.05,2021-02-11,"CH"
2021-02-08,37,42,46,48,51,56,62,68,72,82.1,104,40,56,94.05,2021-02-11,"CH"
2021-02-09,24.975,30,35,37,41,47,56,62,66,79,102.025,28,47,93,2021-02-11,"CH"
2021-02-10,18,25,31,33,38,45,53,60,66,83,113,21,45,98,2021-02-11,"CH"
2021-02-11,12,19,26,28,33,42,52.35,61.25,67.2,85.1,122,14,42,103.05,2021-02-11,"CH"
2021-01-08,126,126,126,126,126,126,126,126,126,126,126,126,126,126,2021-02-12,"CH"
2021-01-09,74,74,74,74,74,74,74,74,74,74,74,74,74,74,2021-02-12,"CH"
2021-01-10,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2021-02-12,"CH"
2021-01-11,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2021-02-12,"CH"
2021-01-12,95,95,95,95,95,95,95,95,95,95,96,95,95,95,2021-02-12,"CH"
2021-01-13,112,112,112,112,112,112,112,112,112,113,113,112,112,113,2021-02-12,"CH"
2021-01-14,93,93,93,93,93,93,93,93,93,94,95,93,93,94,2021-02-12,"CH"
2021-01-15,90,90,90,90,90,90,90,91,91,91,92,90,90,92,2021-02-12,"CH"
2021-01-16,49,49,49,49,49,49,50,50,50,50,51,49,49,51,2021-02-12,"CH"
2021-01-17,56,56,56,56,56,56,57,57,57,58,59,56,56,58,2021-02-12,"CH"
2021-01-18,107,107,107,107,107,108,108,108,108,109,110,107,108,109,2021-02-12,"CH"
2021-01-19,82,82,82,82,82,83,83,83,84,84,86,82,83,85,2021-02-12,"CH"
2021-01-20,78,78,78,78,78,79,79,80,80,81,82,78,79,81,2021-02-12,"CH"
2021-01-21,75,75,75,75,76,76,76,77,77,78,79,75,76,79,2021-02-12,"CH"
2021-01-22,80,80,80,80,81,81,82,82,82,83,85,80,81,84,2021-02-12,"CH"
2021-01-23,26,26,26,26,27,27,28,28,29,29,31,26,27,30,2021-02-12,"CH"
2021-01-24,30,30,31,31,31,32,32,33,33,34,35,30,32,35,2021-02-12,"CH"
2021-01-25,68,68,69,69,69,70,70,71,71,72,74,68,70,73,2021-02-12,"CH"
2021-01-26,77,77,78,78,78,79,80,80,81,82,83,77,79,82,2021-02-12,"CH"
2021-01-27,61,61,62,62,63,63,64,65,65,66,68,61,63,67.05,2021-02-12,"CH"
2021-01-28,60,61,61,62,62,63,63,64,65,66,68,60,63,67,2021-02-12,"CH"
2021-01-29,52,53,54,54,54,55,56,57,57,59,62,52.95,55,60,2021-02-12,"CH"
2021-01-30,38,39,40,40,41,42,43,44,44,46,48,39,42,47,2021-02-12,"CH"
2021-01-31,33,34,34,35,35,36,38,38,39,41,43,33,36,42,2021-02-12,"CH"
2021-02-01,62,63,64,65,65,66,68,69,69,71,75,62,66,73,2021-02-12,"CH"
2021-02-02,54,56,57,57,58,59,61,62,63,65,68,55,59,67,2021-02-12,"CH"
2021-02-03,52,53,54,55,56,58,59,61,62,64,67,52,58,66,2021-02-12,"CH"
2021-02-04,46,48,50,50,51,53,55,57,57.2,60,67,47,53,63,2021-02-12,"CH"
2021-02-05,48,50,52,53,54,56,59,60,62,65,72,49,56,69,2021-02-12,"CH"
2021-02-06,27,29,31,32,34,36,39,41,42,47,56,28,36,51.05,2021-02-12,"CH"
2021-02-07,34,37,39,40,42,45.5,49,52,53.2,58,68,35.95,45.5,63,2021-02-12,"CH"
2021-02-08,43.975,47,50,51,54,58,62,66,68,75,87.025,45,58,81,2021-02-12,"CH"
2021-02-09,33,38,41,43,45.65,50,55.35,60,63,70.1,94.025,35,50,80,2021-02-12,"CH"
2021-02-10,39,45,50,51,54,61,67,73,76,88,109.025,42,61,100.05,2021-02-12,"CH"
2021-02-11,27,32,38,40,44,51,59,67,72,86,117,29,51,103,2021-02-12,"CH"
2021-02-12,13.975,21,28,30,35,42,50,60,65.2,81,115.025,18,42,96,2021-02-12,"CH"
2021-01-09,74,74,74,74,74,74,74,74,74,74,74,74,74,74,2021-02-13,"CH"
2021-01-10,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2021-02-13,"CH"
2021-01-11,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2021-02-13,"CH"
2021-01-12,95,95,95,95,95,95,95,95,95,95,96,95,95,95,2021-02-13,"CH"
2021-01-13,112,112,112,112,112,112,112,112,112,112.1,113,112,112,113,2021-02-13,"CH"
2021-01-14,93,93,93,93,93,93,93,93,93,94,95,93,93,94,2021-02-13,"CH"
2021-01-15,90,90,90,90,90,90,90,91,91,91,92,90,90,91,2021-02-13,"CH"
2021-01-16,49,49,49,49,49,49,49,50,50,51,52,49,49,51,2021-02-13,"CH"
2021-01-17,56,56,56,56,56,56,57,57,57,58,59,56,56,58,2021-02-13,"CH"
2021-01-18,107,107,107,107,107,108,108,108,108,109,110,107,108,110,2021-02-13,"CH"
2021-01-19,82,82,82,82,82,83,83,83,84,84,85,82,83,85,2021-02-13,"CH"
2021-01-20,78,78,78,78,78,79,79,80,80,81,82,78,79,81,2021-02-13,"CH"
2021-01-21,75,75,75,75,76,76,76,77,77,78,79,75,76,79,2021-02-13,"CH"
2021-01-22,80,80,80,80,81,81,82,82,82,83,85,80,81,84,2021-02-13,"CH"
2021-01-23,26,26,26,27,27,27,28,28,29,29,31,26,27,30,2021-02-13,"CH"
2021-01-24,30,30,30,31,31,32,32,33,33,34,35,30,32,35,2021-02-13,"CH"
2021-01-25,68,68,69,69,69,70,71,71,71,72,74,68,70,73,2021-02-13,"CH"
2021-01-26,77,77,78,78,79,79,80,80,81,82,84,77,79,83,2021-02-13,"CH"
2021-01-27,61,61,62,62,63,63,64,65,65,66,69,61,63,67,2021-02-13,"CH"
2021-01-28,60,61,61,62,62,63,64,64,65,66,69,60,63,67,2021-02-13,"CH"
2021-01-29,52,53,54,54,54,55,56,57,57,58.1,61,52,55,60,2021-02-13,"CH"
2021-01-30,38,39,40,40,41,42,43,44,44,46,48,39,42,47,2021-02-13,"CH"
2021-01-31,32,33,34,34,35,36,37,38,39,40,43,33,36,42,2021-02-13,"CH"
2021-02-01,62,63,63,64,65,66,67,68,68,70,74,62,66,72,2021-02-13,"CH"
2021-02-02,54,55,56,57,57,59,60,61,62,64,67,54,59,65.05,2021-02-13,"CH"
2021-02-03,51,53,54,54,55,57,58,59,60,62,66,52,57,64,2021-02-13,"CH"
2021-02-04,46,47,49,49.75,50,52,54,55,56,58,63,46,52,61,2021-02-13,"CH"
2021-02-05,47,49,51,51,52,54,56,57,58,61,67,48,54,64,2021-02-13,"CH"
2021-02-06,27,29,30,31,32,34,36,38,39,42,47.025,28,34,45,2021-02-13,"CH"
2021-02-07,33,35,37,38,40,42,45,46,48,52,59,34,42,55,2021-02-13,"CH"
2021-02-08,42,45,47,48,50,52,56,58,59,64,74,43,52,69.05,2021-02-13,"CH"
2021-02-09,31,34,37,38,40,43,47,50,53,58,69.025,33,43,65,2021-02-13,"CH"
2021-02-10,37,41,44,45,48,52,56,60,62,69,85.025,39,52,76,2021-02-13,"CH"
2021-02-11,23,27,31,32,35,41,46,51,53,61,79,25,41,69,2021-02-13,"CH"
2021-02-12,10,16,21,23,26,31,37,42,45,54,72,13,31,66,2021-02-13,"CH"
2021-02-13,13,19,24,26,30,37,44,51,54,68,90.025,16,37,80.05,2021-02-13,"CH"
2021-01-10,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2021-02-14,"CH"
2021-01-11,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2021-02-14,"CH"
2021-01-12,95,95,95,95,95,95,95,95,95,95,96,95,95,95,2021-02-14,"CH"
2021-01-13,112,112,112,112,112,112,112,112,112,112,113,112,112,113,2021-02-14,"CH"
2021-01-14,93,93,93,93,93,93,93,93,93,94,94,93,93,94,2021-02-14,"CH"
2021-01-15,90,90,90,90,90,90,90,90,91,91,92,90,90,91,2021-02-14,"CH"
2021-01-16,49,49,49,49,49,49,49,50,50,50,51,49,49,51,2021-02-14,"CH"
2021-01-17,56,56,56,56,56,56,57,57,57,58,59,56,56,58,2021-02-14,"CH"
2021-01-18,107,107,107,107,107,107,108,108,108,109,110,107,107,109,2021-02-14,"CH"
2021-01-19,82,82,82,82,82,83,83,83,83,84,85,82,83,85,2021-02-14,"CH"
2021-01-20,78,78,78,78,78,79,79,79,80,80,82,78,79,81,2021-02-14,"CH"
2021-01-21,75,75,75,75,75,76,76,77,77,78,79,75,76,78,2021-02-14,"CH"
2021-01-22,80,80,80,80,81,81,81,82,82,83,84,80,81,84,2021-02-14,"CH"
2021-01-23,26,26,26,26,27,27,28,28,28,29,31,26,27,30,2021-02-14,"CH"
2021-01-24,30,30,30,31,31,31,32,32,33,34,36,30,31,35,2021-02-14,"CH"
2021-01-25,68,68,69,69,69,70,70,71,71,72,74,68,70,73,2021-02-14,"CH"
2021-01-26,77,77,78,78,78,79,79,80,80,81.1,84,77,79,82,2021-02-14,"CH"
2021-01-27,61,61,62,62,62,63,64,65,65,66,69,61,63,67,2021-02-14,"CH"
2021-01-28,60,60,61,61,62,62,63,64,64,66,68,60,62,67,2021-02-14,"CH"
2021-01-29,52,53,53,53,54,55,56,56,57,59,62,52,55,60,2021-02-14,"CH"
2021-01-30,38,39,39,40,40,41,42,43,44,45,48,38,41,47,2021-02-14,"CH"
2021-01-31,32,33,34,34,35,36,37,38,38,40,43,32,36,42,2021-02-14,"CH"
2021-02-01,61,62,63,63,64,65,66,68,68,70,74,62,65,73,2021-02-14,"CH"
2021-02-02,53,54,56,56,57,58,60,61,61,64,67,54,58,66,2021-02-14,"CH"
2021-02-03,51,52,53,54,55,56,58,59,60,63,68,52,56,65,2021-02-14,"CH"
2021-02-04,45,47,48,48,50,51,53,55,56,59,64,46,51,62,2021-02-14,"CH"
2021-02-05,47,49,50,51,52,54,56,58,59,63,68,47,54,65,2021-02-14,"CH"
2021-02-06,25.975,27,29,30,31,33,36,38,39,43,52,26,33,48,2021-02-14,"CH"
2021-02-07,32,35,37,38,39,42,45,48,50,54,63,33,42,58,2021-02-14,"CH"
2021-02-08,42,45,47,48,50,52,55,59,61,66,77,42.95,52,72,2021-02-14,"CH"
2021-02-09,31,35,37,38,41,45,49,53,55,62,74,33,45,68,2021-02-14,"CH"
2021-02-10,37,42,45,47,50,54,60,65,67,75,89.025,39,54,83,2021-02-14,"CH"
2021-02-11,23.975,29,33,35,38,43,49,55,58,68.1,90,26,43,80,2021-02-14,"CH"
2021-02-12,12,17,23,25,29,35,43,50,54,65,84.05,14,35,75,2021-02-14,"CH"
2021-02-13,13,21,27,29,33.65,41,48,55,60,73,100.05,17,41,87,2021-02-14,"CH"
2021-02-14,16,24,29,32,37,44,53,62,66,85,110.025,18,44,97,2021-02-14,"CH"
2021-01-11,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2021-02-15,"CH"
2021-01-12,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2021-02-15,"CH"
2021-01-13,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2021-02-15,"CH"
2021-01-14,93,93,93,93,93,93,93,93,93,93,94,93,93,93,2021-02-15,"CH"
2021-01-15,91,91,91,91,91,91,91,91,91,91,92,91,91,91,2021-02-15,"CH"
2021-01-16,49,49,49,49,49,49,49,49,49,49,50,49,49,50,2021-02-15,"CH"
2021-01-17,57,57,57,57,57,57,57,57,57,58,58,57,57,58,2021-02-15,"CH"
2021-01-18,107,107,107,107,107,107,107,107,107,108,108,107,107,108,2021-02-15,"CH"
2021-01-19,84,84,84,84,84,84,84,84,85,85,86,84,84,85,2021-02-15,"CH"
2021-01-20,78,78,78,78,78,78,78,79,79,79,80,78,78,80,2021-02-15,"CH"
2021-01-21,75,75,75,75,75,75,76,76,76,77,78,75,75,77,2021-02-15,"CH"
2021-01-22,81,81,81,81,81,81,82,82,82,83,84,81,81,83,2021-02-15,"CH"
2021-01-23,27,27,27,27,27,28,28,28,29,29,30,27,28,30,2021-02-15,"CH"
2021-01-24,30,30,30,30,30,31,31,32,32,33,34,30,31,33,2021-02-15,"CH"
2021-01-25,70,70,70,70,71,71,72,72,72,73,74.025,70,71,74,2021-02-15,"CH"
2021-01-26,78,78,78,78,79,79,80,80,81,81,83,78,79,82,2021-02-15,"CH"
2021-01-27,61,61,61,62,62,63,63,64,64,65,67,61,63,66,2021-02-15,"CH"
2021-01-28,61,61,62,62,62,63,64,64,64,65.1,67.025,61,63,66,2021-02-15,"CH"
2021-01-29,52,52,53,53,54,54,55,56,56,57,59,52,54,58,2021-02-15,"CH"
2021-01-30,39,40,40,40.75,41,42,42,43,44,45,47,39,42,46,2021-02-15,"CH"
2021-01-31,32,33,33,34,34,35,36,37,37,39,42,32,35,41,2021-02-15,"CH"
2021-02-01,62,63,64,64,65,65,66,67,68,69.1,72,63,65,71,2021-02-15,"CH"
2021-02-02,54,55,56,56,57,58,59,60,61,63,66,55,58,64,2021-02-15,"CH"
2021-02-03,53,54,55,55,56,57,58,59,59.2,62,65,53,57,63,2021-02-15,"CH"
2021-02-04,47,48,49,49,50,51,53,54,54,56,60.025,47,51,59,2021-02-15,"CH"
2021-02-05,47,48,49,50,51,52,54,55,56,59,62,47,52,61,2021-02-15,"CH"
2021-02-06,27,29,30,30.75,32,33,35,37,37,40,45,28,33,43,2021-02-15,"CH"
2021-02-07,33,35,36,37,38,40,42,43,44,47,53,34,40,50,2021-02-15,"CH"
2021-02-08,42,43,45,46,47,49,51,53,54,58,64,42,49,61,2021-02-15,"CH"
2021-02-09,30,33,34,35,37,39,42,44,45,49,55,31,39,52,2021-02-15,"CH"
2021-02-10,37,40,42,43,45,47,50,53,54,58,65.025,38,47,62,2021-02-15,"CH"
2021-02-11,36,39,41.8,43,45,48,51,54,55,59,70,37,48,64,2021-02-15,"CH"
2021-02-12,25,28,31,32,34,37,41,44,46,52,63,26,37,57,2021-02-15,"CH"
2021-02-13,8,12,15,16,19,23,27,31,33,40,55,10,23,47.05,2021-02-15,"CH"
2021-02-14,9,14,18,20,22,26,32,35,38,45.1,60,12,26,52.05,2021-02-15,"CH"
2021-02-15,11,16,21,23,26,31,37,42,45,54,67,13,31,62.05,2021-02-15,"CH"
2021-01-12,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2021-02-16,"CH"
2021-01-13,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2021-02-16,"CH"
2021-01-14,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2021-02-16,"CH"
2021-01-15,91,91,91,91,91,91,91,91,91,91,92,91,91,91,2021-02-16,"CH"
2021-01-16,49,49,49,49,49,49,49,49,49,49,50,49,49,49,2021-02-16,"CH"
2021-01-17,57,57,57,57,57,57,57,57,57,57,58,57,57,58,2021-02-16,"CH"
2021-01-18,107,107,107,107,107,107,107,107,107,107,108,107,107,108,2021-02-16,"CH"
2021-01-19,84,84,84,84,84,84,84,84,84,85,85,84,84,85,2021-02-16,"CH"
2021-01-20,78,78,78,78,78,78,78,78,79,79,80,78,78,79,2021-02-16,"CH"
2021-01-21,75,75,75,75,75,75,75,75,76,76,77,75,75,76,2021-02-16,"CH"
2021-01-22,82,82,82,82,82,82,82,83,83,83,84,82,82,84,2021-02-16,"CH"
2021-01-23,27,27,27,27,27,27,28,28,28,29,30,27,27,29,2021-02-16,"CH"
2021-01-24,30,30,30,30,30,30,31,31,31,32,33,30,30,32,2021-02-16,"CH"
2021-01-25,70,70,70,70,70,71,71,71,71,72,73,70,71,73,2021-02-16,"CH"
2021-01-26,80,80,80,80,80,81,81,82,82,83,84,80,81,83,2021-02-16,"CH"
2021-01-27,62,62,62,62,63,63,63,64,64,65,66,62,63,65,2021-02-16,"CH"
2021-01-28,61,61,61,61,62,62,63,63,63,64,66,61,62,65,2021-02-16,"CH"
2021-01-29,52,52,52,53,53,53,54,54,55,56,57,52,53,56,2021-02-16,"CH"
2021-01-30,40,40,40.8,41,41,42,42,43,43,44,46,40,42,45,2021-02-16,"CH"
2021-01-31,32,32,33,33,33,34,35,35,35,36,38,32,34,37,2021-02-16,"CH"
2021-02-01,62,62,63,63,64,64,65,66,66,67,69,62,64,68,2021-02-16,"CH"
2021-02-02,54,55,55,55,56,57,58,58,59,60,62,54,57,61,2021-02-16,"CH"
2021-02-03,54,55,56,56,57,57,58,59,60,61,63,54,57,62,2021-02-16,"CH"
2021-02-04,48,49,50,50,51,52,53,54,54,56,59,49,52,57.05,2021-02-16,"CH"
2021-02-05,47,48,49,49,50,51,52,53,54,55,58,47,51,56,2021-02-16,"CH"
2021-02-06,27,28,29,30,30,32,33,34,35,37,40,27.95,32,38,2021-02-16,"CH"
2021-02-07,35,37,38,38,39,40,42,43,44,46,51,36,40,49,2021-02-16,"CH"
2021-02-08,45,46,48,48,49,51,53,54,55,58,62,46,51,60,2021-02-16,"CH"
2021-02-09,32,34,35,36,37,39,41,42.25,44,47,53,32,39,51,2021-02-16,"CH"
2021-02-10,37,39.9,41,42,44,46,48,50,51,55,63,38,46,59,2021-02-16,"CH"
2021-02-11,37,40,42,43,45,48,51,54,55,60,70.025,38,48,64.05,2021-02-16,"CH"
2021-02-12,34,38,40,41,43,46,50,53,55,61,73.025,36,46,67,2021-02-16,"CH"
2021-02-13,18,21,24,25,27,32,35,39,41,48,61,19,32,54,2021-02-16,"CH"
2021-02-14,18,22,25,26,29,33,39,43,46,54,70,19,33,62,2021-02-16,"CH"
2021-02-15,17,22,26,28,31,36,41,46,49,58,74,19.95,36,66,2021-02-16,"CH"
2021-02-16,10,16,20,22,26,31,37,42,46,57,74.025,12,31,65,2021-02-16,"CH"
2021-01-13,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2021-02-17,"CH"
2021-01-14,93,93,93,93,93,93,93,93,93,93,93,93,93,93,2021-02-17,"CH"
2021-01-15,91,91,91,91,91,91,91,91,91,91,91,91,91,91,2021-02-17,"CH"
2021-01-16,49,49,49,49,49,49,49,49,49,49,50,49,49,50,2021-02-17,"CH"
2021-01-17,57,57,57,57,57,57,57,57,57,57.1,58,57,57,58,2021-02-17,"CH"
